"id_cliente","sector","antiguedad","ratio_liquidez","endeudamiento","default","trimestre"
"CLI-01996","comercio",6.7,0.884,0.697,0,3
"CLI-01997","construccion",8.3,1.8,0.361,0,5
"CLI-01998","manufactura",7.9,0.154,0.348,0,6
"CLI-01999","agro",0.7,2.058,0.458,0,8
"CLI-02000","agro",6.8,0.801,0.488,0,3
"CLI-02001","agro",6.3,0.956,0.284,0,2
"CLI-02002","comercio",6.8,0.761,0.515,1,3
"CLI-02003","construccion",11.8,1.145,0.708,0,5
"CLI-02004","manufactura",10.6,1.027,0.261,0,8
"CLI-02005","agro",3.7,1.795,0.382,0,1
"CLI-02006","comercio",4.2,1.621,0.476,0,3
"CLI-02007","manufactura",1.2,1.728,0.891,0,2
"CLI-02008","manufactura",22.7,1.677,0.652,0,8
"CLI-02009","construccion",13.3,0.864,0.344,0,2
"CLI-02010","servicios",21.8,1.854,0.755,0,7
"CLI-02011","comercio",2.5,1.705,0.212,0,6
"CLI-02012","construccion",3.9,1.879,0.645,0,5
"CLI-02013","servicios",2.7,1.396,0.599,0,4
"CLI-02014","manufactura",7,2.015,0.57,0,4
"CLI-02015","manufactura",1.3,1.428,0.798,0,7
"CLI-02016","agro",11.6,1.744,0.787,1,6
"CLI-02017","manufactura",6.3,1.335,0.384,1,3
"CLI-02018","comercio",2.6,2.759,0.576,0,5
"CLI-02019","servicios",8.6,1.12,0.346,0,7
"CLI-02020","construccion",7.5,1.767,0.237,0,1
"CLI-02021","construccion",3.1,1.065,0.269,0,6
"CLI-02022","comercio",7.5,0.49,0.743,0,3
"CLI-02023","servicios",8.8,1.343,0.612,0,3
"CLI-02024","manufactura",5.3,2.076,0.683,0,5
"CLI-02025","comercio",6.5,1.423,0.364,0,8
"CLI-02026","servicios",4,1.489,0.164,0,2
"CLI-02027","comercio",9,1.326,0.543,0,3
"CLI-02028","comercio",9.9,1.35,0.174,0,8
"CLI-02029","manufactura",7.8,1.481,0.436,0,8
"CLI-02030","construccion",12.9,0.794,0.112,0,3
"CLI-02031","comercio",3.6,1.942,0.729,1,2
"CLI-02032","manufactura",3.7,1.369,0.13,0,4
"CLI-02033","manufactura",10.3,0.35,0.348,0,4
"CLI-02034","manufactura",7.6,1.797,0.724,0,2
"CLI-02035","manufactura",5,2.045,0.758,0,2
"CLI-02036","comercio",6.5,1.481,0.363,0,7
"CLI-02037","manufactura",9.6,2.02,0.574,0,1
"CLI-02038","manufactura",15.7,1.403,0.582,0,3
"CLI-02039","comercio",11.3,1.668,0.585,0,5
"CLI-02040","manufactura",15,1.243,0.294,0,7
"CLI-02041","manufactura",9.2,1.344,0.844,0,7
"CLI-02042","construccion",5.8,1.458,0.533,1,8
"CLI-02043","manufactura",6.8,1.017,0.339,0,2
"CLI-02044","servicios",2.7,0.869,0.421,0,1
"CLI-02045","comercio",3.8,0.701,0.139,1,1
"CLI-02046","manufactura",4,1.095,0.789,0,6
"CLI-02047","servicios",2.3,0.999,0.277,0,6
"CLI-02048","construccion",8.8,1.322,0.114,0,3
"CLI-02049","manufactura",8.8,1.546,0.473,0,5
"CLI-02050","manufactura",5,1.624,0.11,0,4
"CLI-02051","manufactura",9.1,1.594,0.204,0,4
"CLI-02052","manufactura",8.4,1.508,0.499,0,4
"CLI-02053","servicios",2.3,2.069,0.486,0,1
"CLI-02054","servicios",1.4,1.409,0.662,1,4
"CLI-02055","construccion",12.8,1.555,0.104,0,8
"CLI-02056","manufactura",4.4,0.872,0.241,0,3
"CLI-02057","comercio",12.4,2.228,0.808,0,5
"CLI-02058","agro",3.8,1.363,0.448,0,6
"CLI-02059","agro",15.2,1.465,0.544,0,7
"CLI-02060","construccion",2.3,2.028,0.633,1,2
"CLI-02061","comercio",3.9,1.452,0.167,0,2
"CLI-02062","servicios",6.4,0.525,0.607,0,5
"CLI-02063","manufactura",2.4,0.341,0.896,1,1
"CLI-02064","comercio",3.7,1.533,0.204,0,8
"CLI-02065","servicios",30.5,0.716,0.617,0,4
"CLI-02066","servicios",7.4,1.908,0.183,0,1
"CLI-02067","manufactura",9.2,1.333,0.486,0,1
"CLI-02068","manufactura",6.8,1.357,0.194,0,7
"CLI-02069","construccion",0.8,0.969,0.32,0,4
"CLI-02070","servicios",6.5,2.197,0.767,0,2
"CLI-02071","manufactura",9.8,1.58,0.449,0,5
"CLI-02072","manufactura",7.2,1.474,0.515,1,1
"CLI-02073","manufactura",5.4,2.153,0.164,0,2
"CLI-02074","comercio",7.1,1.182,0.798,0,8
"CLI-02075","agro",4.8,1.356,0.615,1,7
"CLI-02076","construccion",1.3,0.934,0.524,0,1
"CLI-02077","manufactura",2.9,1.703,0.449,0,8
"CLI-02078","manufactura",1.7,1.392,0.59,0,2
"CLI-02079","servicios",5.8,1.177,0.143,1,7
"CLI-02080","servicios",8.7,1.069,0.388,0,4
"CLI-02081","comercio",4.8,2.434,0.604,0,1
"CLI-02082","comercio",1.9,1.837,0.301,1,1
"CLI-02083","servicios",8.3,1.452,0.621,0,4
"CLI-02084","manufactura",3.6,1.732,0.153,0,5
"CLI-02085","manufactura",6.1,1.937,0.874,0,8
"CLI-02086","comercio",10.9,1.118,0.125,0,6
"CLI-02087","comercio",5.9,1.567,0.796,1,3
"CLI-02088","agro",17.6,1.485,0.384,0,7
"CLI-02089","manufactura",3.1,2.311,0.435,0,3
"CLI-02090","comercio",3.1,1.868,0.508,0,7
"CLI-02091","comercio",8.2,1.198,0.209,0,5
"CLI-02092","agro",8.1,2.174,0.608,0,5
"CLI-02093","comercio",3,1.162,0.501,0,2
"CLI-02094","construccion",6.3,1.551,0.639,0,7
"CLI-02095","manufactura",5,1.763,0.726,0,3
"CLI-02096","construccion",10.1,0.266,0.669,0,2
"CLI-02097","manufactura",6.7,1.543,0.582,0,1
"CLI-02098","construccion",1.1,0.525,0.443,0,4
"CLI-02099","servicios",6.7,1.125,0.192,0,6
"CLI-02100","comercio",0.7,0.949,0.127,1,5
"CLI-02101","agro",1.9,1.297,0.246,0,2
"CLI-02102","servicios",7.2,1.309,0.431,0,1
"CLI-02103","comercio",10.4,1.694,0.579,1,8
"CLI-02104","comercio",8.7,1.941,0.878,0,1
"CLI-02105","manufactura",3,2.28,0.727,0,2
"CLI-02106","comercio",9.7,1.658,0.785,0,6
"CLI-02107","servicios",6.9,1.934,0.818,0,2
"CLI-02108","manufactura",5.5,1.565,0.757,0,8
"CLI-02109","construccion",15.2,1.235,0.356,0,5
"CLI-02110","manufactura",12.3,1.589,0.644,0,2
"CLI-02111","comercio",7.4,0.866,0.732,0,7
"CLI-02112","comercio",1.9,1.461,0.229,0,2
"CLI-02113","manufactura",4.3,1.559,0.536,0,5
"CLI-02114","construccion",0.9,1.489,0.303,0,6
"CLI-02115","servicios",6.1,1.664,0.798,0,7
"CLI-02116","construccion",2.1,2.709,0.197,0,4
"CLI-02117","comercio",11.5,1.149,0.897,0,5
"CLI-02118","construccion",2.4,1.307,0.12,0,1
"CLI-02119","comercio",0.9,2.269,0.215,0,4
"CLI-02120","servicios",5.6,1.99,0.575,0,5
"CLI-02121","construccion",3.1,1.714,0.801,0,5
"CLI-02122","construccion",5.1,1.806,0.146,0,7
"CLI-02123","construccion",4.7,1.58,0.667,1,1
"CLI-02124","manufactura",6.1,1.51,0.69,0,6
"CLI-02125","comercio",9.7,1.86,0.765,0,5
"CLI-02126","agro",2.3,0.591,0.255,0,8
"CLI-02127","servicios",4.9,1.55,0.525,0,5
"CLI-02128","servicios",20.8,1.423,0.804,0,4
"CLI-02129","manufactura",4.9,0.718,0.797,0,1
"CLI-02130","servicios",4.2,1.629,0.546,0,8
"CLI-02131","comercio",2,2.067,0.243,0,4
"CLI-02132","construccion",3.4,1.957,0.672,0,7
"CLI-02133","construccion",4.5,1.953,0.427,0,4
"CLI-02134","servicios",12.3,1.117,0.335,0,5
"CLI-02135","comercio",17.3,2.145,0.588,0,8
"CLI-02136","manufactura",3.7,1.127,0.122,0,5
"CLI-02137","servicios",14.2,1.348,0.873,0,8
"CLI-02138","comercio",4.5,0.786,0.415,0,2
"CLI-02139","servicios",3.2,1.267,0.55,0,1
"CLI-02140","servicios",2.5,1.78,0.471,0,7
"CLI-02141","construccion",4.1,2.393,0.812,0,2
"CLI-02142","comercio",4.5,1.489,0.291,0,2
"CLI-02143","comercio",1.4,1.059,0.811,0,2
"CLI-02144","manufactura",9.1,1.492,0.542,0,4
"CLI-02145","agro",18.5,1.612,0.246,0,4
"CLI-02146","comercio",7.5,1.418,0.12,0,3
"CLI-02147","agro",3.9,2.006,0.505,0,2
"CLI-02148","agro",12.3,1.51,0.331,0,3
"CLI-02149","manufactura",8.1,1.456,0.835,0,8
"CLI-02150","comercio",11.1,1.235,0.397,1,6
"CLI-02151","comercio",5.8,1.454,0.577,0,5
"CLI-02152","servicios",14.1,1.956,0.45,0,3
"CLI-02153","comercio",5.7,1.268,0.394,0,4
"CLI-02154","agro",2.2,1.588,0.537,0,6
"CLI-02155","comercio",4.7,0.536,0.771,1,4
"CLI-02156","manufactura",9.4,1.14,0.154,0,4
"CLI-02157","servicios",4.7,1.398,0.797,0,5
"CLI-02158","comercio",3.4,1.712,0.821,0,7
"CLI-02159","agro",3.8,1.343,0.246,0,3
"CLI-02160","comercio",18.4,1.266,0.587,0,5
"CLI-02161","manufactura",3.7,1.465,0.326,0,3
"CLI-02162","manufactura",4.2,1.2,0.299,0,7
"CLI-02163","comercio",5.4,1.821,0.394,0,3
"CLI-02164","servicios",6.7,0.486,0.47,0,2
"CLI-02165","manufactura",5.4,1.344,0.612,0,8
"CLI-02166","manufactura",2,2.218,0.123,0,4
"CLI-02167","construccion",6.4,1.354,0.259,0,1
"CLI-02168","servicios",12.4,2.392,0.579,0,8
"CLI-02169","comercio",3.4,2.071,0.108,0,7
"CLI-02170","comercio",4.1,1.132,0.653,0,5
"CLI-02171","manufactura",2,1.775,0.694,0,2
"CLI-02172","agro",22.7,1.551,0.728,0,6
"CLI-02173","comercio",7.6,1.752,0.774,0,7
"CLI-02174","servicios",3.6,1.657,0.334,0,1
"CLI-02175","construccion",8.1,0.863,0.201,0,6
"CLI-02176","construccion",2.9,1.342,0.204,0,5
"CLI-02177","servicios",9.1,1.804,0.764,0,7
"CLI-02178","comercio",4.1,1.46,0.427,0,7
"CLI-02179","manufactura",1.7,1.51,0.879,0,4
"CLI-02180","construccion",8.3,2.137,0.216,0,2
"CLI-02181","comercio",10.1,1.598,0.567,0,8
"CLI-02182","manufactura",2.5,0.76,0.647,0,8
"CLI-02183","servicios",1.4,1.743,0.534,0,7
"CLI-02184","agro",14,1.961,0.226,0,1
"CLI-02185","comercio",7.3,1.909,0.186,0,1
"CLI-02186","manufactura",6.6,1.231,0.817,0,3
"CLI-02187","comercio",5.6,1.755,0.754,0,4
"CLI-02188","comercio",11.7,1.671,0.42,0,1
"CLI-02189","agro",0.5,1.435,0.659,1,5
"CLI-02190","agro",7.4,2.362,0.161,1,8
"CLI-02191","agro",6.6,1.479,0.281,0,8
"CLI-02192","construccion",10.5,1.878,0.616,0,2
"CLI-02193","construccion",3.3,1.103,0.245,0,3
"CLI-02194","agro",2.9,1.687,0.379,0,5
"CLI-02195","servicios",6.4,0.947,0.172,0,7
"CLI-02196","construccion",10.1,1.363,0.768,0,5
"CLI-02197","comercio",6.2,0.459,0.706,0,3
"CLI-02198","manufactura",3.4,1.232,0.401,0,3
"CLI-02199","servicios",6.8,1.269,0.112,0,7
"CLI-02200","agro",21.8,0.849,0.449,0,6
"CLI-02201","construccion",12.5,2.146,0.363,0,7
"CLI-02202","manufactura",5.5,1.293,0.856,0,6
"CLI-02203","construccion",1.6,1.02,0.371,0,1
"CLI-02204","servicios",8.9,2.034,0.643,0,3
"CLI-02205","comercio",2.8,1.568,0.794,0,7
"CLI-02206","construccion",18.3,1.225,0.657,0,2
"CLI-02207","comercio",2.2,0.572,0.101,0,7
"CLI-02208","servicios",4.7,1.916,0.199,0,5
"CLI-02209","comercio",6.1,1.506,0.28,0,7
"CLI-02210","comercio",2.7,1.518,0.44,0,2
"CLI-02211","servicios",11.9,2.174,0.181,0,2
"CLI-02212","servicios",3.8,1.795,0.508,0,3
"CLI-02213","comercio",9.8,1.897,0.32,0,8
"CLI-02214","manufactura",19.6,1.599,0.567,0,7
"CLI-02215","construccion",4.6,1.156,0.28,0,3
"CLI-02216","construccion",6.3,1.195,0.677,1,5
"CLI-02217","comercio",1,1.469,0.801,0,3
"CLI-02218","servicios",11.5,1.91,0.124,0,6
"CLI-02219","servicios",0.9,2.088,0.713,0,5
"CLI-02220","manufactura",16.7,1.743,0.598,1,3
"CLI-02221","manufactura",2.1,1.323,0.506,0,6
"CLI-02222","manufactura",12,1.478,0.653,0,6
"CLI-02223","manufactura",1.8,1.049,0.369,0,5
"CLI-02224","agro",6.7,1.573,0.844,0,8
"CLI-02225","agro",0.9,1.887,0.504,0,7
"CLI-02226","agro",5.7,1.993,0.503,0,8
"CLI-02227","manufactura",6.4,1.854,0.436,0,2
"CLI-02228","servicios",3.8,1.043,0.256,0,1
"CLI-02229","manufactura",3.9,2.32,0.15,0,3
"CLI-02230","servicios",4.4,1.143,0.271,0,8
"CLI-02231","manufactura",19.7,1.513,0.284,0,4
"CLI-02232","comercio",4.4,1.254,0.425,0,2
"CLI-02233","construccion",10.8,2.508,0.245,0,7
"CLI-02234","servicios",14.3,1.616,0.707,1,7
"CLI-02235","agro",6.9,2.052,0.643,0,5
"CLI-02236","manufactura",5.6,1.723,0.322,0,2
"CLI-02237","comercio",5.8,1.725,0.193,0,7
"CLI-02238","servicios",5.6,0.307,0.816,0,4
"CLI-02239","servicios",4.5,1.441,0.486,0,5
"CLI-02240","comercio",5.3,1.506,0.21,0,3
"CLI-02241","comercio",1.4,1.682,0.699,0,3
"CLI-02242","manufactura",8.4,0.971,0.88,0,6
"CLI-02243","agro",4.9,2.083,0.807,1,8
"CLI-02244","comercio",7.3,1.317,0.107,0,6
"CLI-02245","servicios",3.8,1.218,0.205,0,3
"CLI-02246","comercio",2.7,2.209,0.508,0,5
"CLI-02247","agro",2.5,1.799,0.661,0,1
"CLI-02248","servicios",8.4,0.537,0.295,1,4
"CLI-02249","manufactura",5.5,2.385,0.307,0,8
"CLI-02250","comercio",4.1,1.386,0.461,0,3
"CLI-02251","servicios",0.8,0.994,0.102,1,5
"CLI-02252","comercio",7.1,1.306,0.317,0,5
"CLI-02253","construccion",3.3,1.21,0.325,0,7
"CLI-02254","servicios",10.3,1.179,0.599,0,5
"CLI-02255","servicios",6.9,1.957,0.807,0,3
"CLI-02256","comercio",3.6,2.364,0.678,0,5
"CLI-02257","construccion",12.1,1.604,0.673,0,7
"CLI-02258","agro",8.8,1.09,0.209,0,1
"CLI-02259","construccion",2.8,1.978,0.363,0,2
"CLI-02260","comercio",0.9,1.524,0.764,0,6
"CLI-02261","manufactura",7,1.493,0.498,0,2
"CLI-02262","comercio",10.5,1.229,0.803,0,6
"CLI-02263","servicios",4.1,1.183,0.32,0,8
"CLI-02264","manufactura",2.6,0.944,0.446,0,5
"CLI-02265","manufactura",21.7,1.816,0.489,0,6
"CLI-02266","comercio",2.5,2.35,0.346,0,3
"CLI-02267","manufactura",3.7,0.621,0.61,0,6
"CLI-02268","servicios",5.1,2.229,0.139,0,7
"CLI-02269","comercio",5.1,0.487,0.22,0,4
"CLI-02270","comercio",3.2,1.164,0.463,0,2
"CLI-02271","comercio",7.5,0.951,0.585,0,5
"CLI-02272","comercio",7.3,2.324,0.894,1,3
"CLI-02273","agro",13,1.407,0.244,0,4
"CLI-02274","comercio",6.7,1.72,0.616,0,6
"CLI-02275","agro",2.4,1.597,0.783,0,1
"CLI-02276","comercio",3.1,1.919,0.752,0,4
"CLI-02277","comercio",1.7,1.664,0.247,0,6
"CLI-02278","manufactura",15.7,1.263,0.771,0,2
"CLI-02279","comercio",8.1,1.694,0.15,0,4
"CLI-02280","comercio",6.1,2.068,0.422,1,1
"CLI-02281","comercio",6.7,1.327,0.515,0,1
"CLI-02282","manufactura",7.2,0.1,0.633,0,1
"CLI-02283","servicios",1.9,2.38,0.554,0,2
"CLI-02284","servicios",14.5,1.684,0.864,0,5
"CLI-02285","manufactura",3.1,1.334,0.428,0,7
"CLI-02286","agro",1.9,2.189,0.764,0,2
"CLI-02287","comercio",5.1,0.835,0.487,0,7
"CLI-02288","servicios",4.4,1.887,0.422,0,8
"CLI-02289","manufactura",6.6,2.048,0.27,0,1
"CLI-02290","construccion",4.8,1.683,0.894,0,5
"CLI-02291","comercio",4.3,1.451,0.467,1,7
"CLI-02292","manufactura",28.4,1.144,0.29,0,1
"CLI-02293","construccion",4.4,1.755,0.835,0,3
"CLI-02294","agro",3,1.77,0.75,0,3
"CLI-02295","servicios",15,1.807,0.739,1,8
"CLI-02296","comercio",5,2.192,0.848,0,7
"CLI-02297","manufactura",1.2,1.961,0.819,0,6
"CLI-02298","manufactura",4.1,1.948,0.564,0,3
"CLI-02299","construccion",0.9,1.089,0.22,0,4
"CLI-02300","manufactura",4.9,1.337,0.145,0,2
"CLI-02301","servicios",10.1,2.002,0.435,0,3
"CLI-02302","comercio",9.2,1.404,0.195,0,5
"CLI-02303","comercio",7.7,0.743,0.14,0,2
"CLI-02304","manufactura",6.7,1.951,0.508,0,6
"CLI-02305","servicios",1,0.812,0.795,0,8
"CLI-02306","agro",9,1.54,0.366,0,5
"CLI-02307","servicios",10.8,1.698,0.296,0,1
"CLI-02308","comercio",2.5,1.277,0.853,0,6
"CLI-02309","servicios",1.8,1.825,0.357,0,5
"CLI-02310","agro",4.3,1.279,0.888,0,1
"CLI-02311","comercio",1,1.155,0.399,0,4
"CLI-02312","servicios",4.7,2.3,0.23,0,2
"CLI-02313","servicios",14.7,1.233,0.759,0,4
"CLI-02314","manufactura",9.7,1.249,0.257,0,1
"CLI-02315","manufactura",2.6,1.893,0.174,0,2
"CLI-02316","agro",9.2,1.719,0.846,0,7
"CLI-02317","comercio",10.1,2.195,0.674,0,2
"CLI-02318","comercio",5.1,1.027,0.741,0,1
"CLI-02319","agro",3.6,1.85,0.323,0,2
"CLI-02320","manufactura",9.3,1.436,0.85,1,3
"CLI-02321","comercio",11.1,1.103,0.604,0,5
"CLI-02322","agro",10,1.558,0.261,1,1
"CLI-02323","comercio",12.9,0.657,0.426,1,8
"CLI-02324","servicios",4.2,2.415,0.756,0,3
"CLI-02325","construccion",17.6,0.854,0.566,0,2
"CLI-02326","construccion",25.9,1.306,0.892,0,1
"CLI-02327","comercio",8.4,1.149,0.716,0,8
"CLI-02328","servicios",9.6,2.076,0.112,0,2
"CLI-02329","construccion",2,1.342,0.197,0,8
"CLI-02330","manufactura",4.8,1.949,0.576,0,1
"CLI-02331","manufactura",4.1,1.277,0.113,0,1
"CLI-02332","manufactura",3.6,2.451,0.107,0,5
"CLI-02333","manufactura",17.3,2.048,0.401,0,6
"CLI-02334","servicios",4.9,1.718,0.439,0,6
"CLI-02335","comercio",4.1,1.521,0.267,0,6
"CLI-02336","manufactura",3.6,1.338,0.316,1,7
"CLI-02337","comercio",14.6,1.341,0.814,0,3
"CLI-02338","manufactura",5.8,2.215,0.782,0,8
"CLI-02339","servicios",5.6,1.48,0.296,1,3
"CLI-02340","manufactura",10.5,1.739,0.764,0,3
"CLI-02341","manufactura",12.1,1.239,0.619,0,5
"CLI-02342","comercio",10.4,1.752,0.352,0,6
"CLI-02343","construccion",9.6,0.287,0.138,0,7
"CLI-02344","manufactura",8.3,1.334,0.86,1,6
"CLI-02345","manufactura",3.9,1.073,0.572,0,5
"CLI-02346","comercio",5.2,1.539,0.69,0,6
"CLI-02347","manufactura",1.6,2.244,0.856,0,5
"CLI-02348","servicios",9.3,1.697,0.742,0,4
"CLI-02349","manufactura",3.4,1.064,0.533,0,4
"CLI-02350","comercio",3.2,2.255,0.139,0,8
"CLI-02351","servicios",3.9,2.022,0.508,0,3
"CLI-02352","servicios",13.2,2.372,0.882,1,4
"CLI-02353","agro",0.5,1.121,0.561,0,4
"CLI-02354","comercio",7,0.899,0.536,0,7
"CLI-02355","construccion",1.2,2.679,0.195,0,7
"CLI-02356","comercio",4.4,1.565,0.787,0,8
"CLI-02357","construccion",11.5,1.985,0.148,0,4
"CLI-02358","construccion",1.1,0.905,0.75,0,1
"CLI-02359","agro",2.8,2.371,0.562,0,3
"CLI-02360","construccion",14.4,1.334,0.807,0,8
"CLI-02361","manufactura",0.2,0.895,0.484,0,6
"CLI-02362","servicios",2.9,1.095,0.528,0,7
"CLI-02363","manufactura",3.3,0.674,0.191,0,5
"CLI-02364","comercio",6.6,1.917,0.8,0,6
"CLI-02365","agro",15,1.66,0.156,0,1
"CLI-02366","agro",4.8,1.677,0.354,0,1
"CLI-02367","manufactura",4.4,1.45,0.252,0,4
"CLI-02368","comercio",6,2.47,0.185,0,3
"CLI-02369","construccion",3.6,1.222,0.157,1,3
"CLI-02370","manufactura",17.7,2.587,0.321,0,5
"CLI-02371","servicios",8.8,2.013,0.764,0,3
"CLI-02372","agro",6.1,2.033,0.844,0,1
"CLI-02373","agro",8.9,1.61,0.157,0,3
"CLI-02374","comercio",13.4,1.583,0.815,0,8
"CLI-02375","agro",3.4,1.541,0.636,0,8
"CLI-02376","agro",2.5,1.513,0.853,0,7
"CLI-02377","servicios",4.3,1.53,0.858,0,7
"CLI-02378","manufactura",10.4,0.924,0.899,0,5
"CLI-02379","servicios",7.1,1.918,0.885,0,1
"CLI-02380","manufactura",2.7,1.328,0.76,0,7
"CLI-02381","comercio",6.3,0.893,0.892,0,6
"CLI-02382","servicios",2.9,1.633,0.136,0,6
"CLI-02383","manufactura",5.3,1.229,0.734,0,2
"CLI-02384","construccion",12,3.001,0.324,0,2
"CLI-02385","construccion",10.4,2.388,0.746,0,1
"CLI-02386","manufactura",5.4,1.526,0.522,1,4
"CLI-02387","agro",8.5,1.637,0.429,0,4
"CLI-02388","servicios",4.8,1.241,0.856,0,8
"CLI-02389","servicios",2.9,2,0.215,0,8
"CLI-02390","servicios",20.2,1.156,0.887,0,7
"CLI-02391","servicios",6.2,1.06,0.527,0,5
"CLI-02392","manufactura",4.4,1.99,0.756,0,5
"CLI-02393","manufactura",2.2,1.366,0.475,0,4
"CLI-02394","servicios",10,1.429,0.284,0,1
"CLI-02395","comercio",3.4,1.837,0.794,0,6
"CLI-02396","servicios",3.3,0.375,0.542,0,3
"CLI-02397","manufactura",8.8,1.298,0.502,0,1
"CLI-02398","servicios",8.6,1.303,0.536,0,2
"CLI-02399","servicios",3.1,1.492,0.328,0,8
"CLI-02400","construccion",0.2,2.129,0.448,0,1
"CLI-02401","servicios",5.6,0.977,0.501,0,6
"CLI-02402","manufactura",5.6,1.854,0.238,0,5
"CLI-02403","construccion",2.3,1.529,0.734,0,8
"CLI-02404","manufactura",3.5,1.268,0.281,0,5
"CLI-02405","manufactura",14.6,1.111,0.388,0,8
"CLI-02406","servicios",7.2,1.772,0.7,0,8
"CLI-02407","manufactura",6.6,1.267,0.185,0,7
"CLI-02408","comercio",4.9,0.957,0.328,0,2
"CLI-02409","construccion",5.5,0.391,0.26,0,3
"CLI-02410","manufactura",3.9,1.323,0.62,1,7
"CLI-02411","comercio",1.8,2.057,0.19,0,6
"CLI-02412","agro",3.2,1.193,0.12,0,5
"CLI-02413","construccion",1.8,1.501,0.882,0,1
"CLI-02414","manufactura",3.6,1.352,0.235,0,2
"CLI-02415","servicios",2.7,1.67,0.871,0,5
"CLI-02416","manufactura",11.1,2.496,0.572,0,4
"CLI-02417","comercio",10.9,0.915,0.74,1,6
"CLI-02418","servicios",4.4,2.155,0.791,0,8
"CLI-02419","manufactura",5.2,1.248,0.286,0,1
"CLI-02420","comercio",6.5,1.112,0.3,0,4
"CLI-02421","agro",5.8,1.772,0.69,0,4
"CLI-02422","manufactura",12.5,0.995,0.181,0,1
"CLI-02423","comercio",7.5,1.734,0.815,0,4
"CLI-02424","construccion",0.2,1.042,0.853,0,8
"CLI-02425","agro",4,2.058,0.699,0,4
"CLI-02426","servicios",13.2,1.496,0.854,0,8
"CLI-02427","agro",2.4,2.041,0.747,0,8
"CLI-02428","manufactura",8,1.336,0.638,0,5
"CLI-02429","construccion",4.4,1.4,0.109,0,8
"CLI-02430","servicios",2.4,1.618,0.604,0,5
"CLI-02431","manufactura",1.8,1.351,0.278,0,3
"CLI-02432","comercio",5.8,1.332,0.761,0,4
"CLI-02433","comercio",15.9,1.62,0.212,0,3
"CLI-02434","servicios",3.1,2.449,0.735,0,2
"CLI-02435","comercio",1.8,1.216,0.469,0,4
"CLI-02436","manufactura",8.4,2.38,0.464,0,3
"CLI-02437","manufactura",0.6,1.141,0.128,0,1
"CLI-02438","manufactura",9.1,1.906,0.712,0,6
"CLI-02439","manufactura",10.3,2.175,0.727,0,8
"CLI-02440","servicios",4.9,1.182,0.508,0,3
"CLI-02441","agro",7.3,1.047,0.536,1,8
"CLI-02442","comercio",16.4,2.193,0.492,0,4
"CLI-02443","servicios",1.2,1.705,0.803,0,7
"CLI-02444","manufactura",9.5,2.627,0.126,0,1
"CLI-02445","comercio",6.7,2.006,0.141,0,3
"CLI-02446","comercio",4.3,1.579,0.387,0,3
"CLI-02447","construccion",2,1.549,0.873,0,8
"CLI-02448","servicios",5.2,3.238,0.106,0,5
"CLI-02449","construccion",15.6,1.785,0.865,0,6
"CLI-02450","construccion",2.9,1.766,0.293,0,2
"CLI-02451","manufactura",7.9,2.278,0.256,0,7
"CLI-02452","comercio",1.7,1.475,0.577,0,1
"CLI-02453","servicios",2.3,1.893,0.877,0,8
"CLI-02454","servicios",5.2,0.95,0.334,0,2
"CLI-02455","comercio",6.3,1.226,0.844,1,4
"CLI-02456","manufactura",5.2,1.914,0.547,0,4
"CLI-02457","comercio",13.1,1.208,0.661,0,8
"CLI-02458","manufactura",8.9,1.224,0.629,0,2
"CLI-02459","comercio",7.8,1.736,0.676,1,5
"CLI-02460","comercio",11.5,1.849,0.669,1,1
"CLI-02461","manufactura",3.6,0.972,0.616,1,6
"CLI-02462","servicios",7.2,1.199,0.241,0,6
"CLI-02463","comercio",6,1.024,0.508,0,2
"CLI-02464","servicios",1.9,0.947,0.379,0,5
"CLI-02465","construccion",1.9,2.316,0.738,0,7
"CLI-02466","comercio",11.8,1.38,0.739,0,8
"CLI-02467","servicios",21,1.798,0.763,0,6
"CLI-02468","servicios",5.6,2.199,0.342,0,3
"CLI-02469","manufactura",16.6,1.52,0.268,0,3
"CLI-02470","manufactura",3.2,1.469,0.776,0,8
"CLI-02471","agro",6.7,0.522,0.421,0,2
"CLI-02472","comercio",7.5,1.157,0.417,0,8
"CLI-02473","servicios",12,1.579,0.733,0,5
"CLI-02474","servicios",4.4,1.731,0.388,0,4
"CLI-02475","construccion",2.5,1.262,0.649,0,8
"CLI-02476","comercio",9.2,1.31,0.59,0,5
"CLI-02477","manufactura",1,0.723,0.656,0,3
"CLI-02478","servicios",0.7,1.259,0.111,0,5
"CLI-02479","agro",10.7,2.466,0.221,0,1
"CLI-02480","manufactura",7.5,1.886,0.862,0,3
"CLI-02481","manufactura",3.7,1.547,0.255,0,4
"CLI-02482","construccion",12.7,1.499,0.851,0,5
"CLI-02483","manufactura",5.1,1.792,0.709,0,6
"CLI-02484","comercio",6.6,1.932,0.498,0,3
"CLI-02485","construccion",3.8,1.75,0.173,0,2
"CLI-02486","construccion",2.3,1.938,0.824,0,5
"CLI-02487","comercio",3.8,1.513,0.673,0,7
"CLI-02488","comercio",8.5,2.345,0.315,0,2
"CLI-02489","comercio",3.8,1.532,0.709,0,7
"CLI-02490","servicios",5.9,1.417,0.374,0,5
"CLI-02491","agro",5.5,1.89,0.868,0,2
"CLI-02492","construccion",7.2,1.178,0.181,0,1
"CLI-02493","construccion",1.5,2.727,0.482,0,1
