"id_poliza","sector","zona","antiguedad","exposure","n_siniestros"
"POL-02231","manufactura","suburbana",4.2,0.62,2
"POL-02232","comercio","urbana",2,0.63,0
"POL-02233","construccion","rural",6.5,0.73,2
"POL-02234","servicios","suburbana",2.1,0.5,0
"POL-02235","agro","urbana",9.9,0.64,2
"POL-02236","manufactura","urbana",22.7,0.64,0
"POL-02237","comercio","urbana",1.1,0.81,7
"POL-02238","servicios","urbana",5.4,0.94,1
"POL-02239","servicios","suburbana",4.4,0.86,0
"POL-02240","comercio","rural",3.6,0.86,0
"POL-02241","comercio","urbana",0.9,0.57,0
"POL-02242","manufactura","urbana",4.6,0.66,1
"POL-02243","agro","urbana",4.2,0.92,1
"POL-02244","comercio","rural",5.6,0.75,1
"POL-02245","servicios","urbana",1.7,0.94,1
"POL-02246","comercio","rural",0.3,0.64,1
"POL-02247","agro","urbana",3,0.72,1
"POL-02248","servicios","urbana",2.8,0.74,2
"POL-02249","manufactura","rural",1.3,0.65,1
"POL-02250","comercio","suburbana",0.1,0.82,2
"POL-02251","servicios","rural",14.8,0.52,1
"POL-02252","comercio","suburbana",3.3,0.58,1
"POL-02253","construccion","rural",0.7,0.73,0
"POL-02254","servicios","suburbana",7.1,0.8,0
"POL-02255","servicios","rural",3.6,1,1
"POL-02256","comercio","rural",4.1,0.59,3
"POL-02257","construccion","rural",11.9,0.82,1
"POL-02258","agro","urbana",1.4,0.93,2
"POL-02259","construccion","urbana",7.8,0.91,3
"POL-02260","comercio","urbana",4.8,0.59,0
"POL-02261","manufactura","rural",7.3,0.92,2
"POL-02262","comercio","rural",7.7,0.53,0
"POL-02263","servicios","suburbana",11.3,0.7,0
"POL-02264","manufactura","urbana",13.5,0.76,1
"POL-02265","manufactura","urbana",7.2,0.83,3
"POL-02266","comercio","suburbana",1.9,0.78,0
"POL-02267","manufactura","rural",4.9,0.98,0
"POL-02268","servicios","urbana",7.2,0.7,4
"POL-02269","comercio","suburbana",0.9,0.92,0
"POL-02270","comercio","urbana",2.7,0.74,4
"POL-02271","comercio","suburbana",18,0.7,0
"POL-02272","comercio","urbana",7.4,0.61,0
"POL-02273","agro","rural",5,1,0
"POL-02274","comercio","suburbana",1.5,0.73,1
"POL-02275","agro","suburbana",15,0.62,0
"POL-02276","comercio","urbana",2.4,0.96,0
"POL-02277","comercio","urbana",3.1,0.91,3
"POL-02278","manufactura","urbana",6,0.9,0
"POL-02279","comercio","urbana",3.1,0.97,4
"POL-02280","comercio","rural",0.9,0.95,0
"POL-02281","comercio","urbana",9.5,0.79,1
"POL-02282","manufactura","urbana",6.4,0.58,0
"POL-02283","servicios","rural",7.5,0.53,0
"POL-02284","servicios","suburbana",11.2,0.71,1
"POL-02285","manufactura","rural",1.1,0.56,1
"POL-02286","agro","rural",6.7,0.53,1
"POL-02287","comercio","urbana",3.6,0.76,1
"POL-02288","servicios","suburbana",4.5,0.93,3
"POL-02289","manufactura","urbana",0.5,0.67,1
"POL-02290","construccion","urbana",2.2,0.62,5
"POL-02291","comercio","urbana",5,0.97,0
"POL-02292","manufactura","suburbana",1.4,0.66,1
"POL-02293","construccion","rural",2.8,0.99,2
"POL-02294","agro","suburbana",2.1,0.69,0
"POL-02295","servicios","urbana",6.1,0.58,0
"POL-02296","comercio","urbana",2.7,0.91,2
"POL-02297","manufactura","suburbana",5.8,0.6,0
"POL-02298","manufactura","suburbana",2.2,0.55,0
"POL-02299","construccion","suburbana",1.3,0.97,2
"POL-02300","manufactura","urbana",5.5,0.86,0
"POL-02301","servicios","urbana",3.6,0.9,2
"POL-02302","comercio","suburbana",13.5,0.64,0
"POL-02303","comercio","urbana",3.1,0.97,5
"POL-02304","manufactura","suburbana",10,0.82,0
"POL-02305","servicios","urbana",6.5,0.6,0
"POL-02306","agro","suburbana",6.5,0.7,0
"POL-02307","servicios","urbana",8.9,0.91,2
"POL-02308","comercio","suburbana",2.4,0.79,0
"POL-02309","servicios","urbana",4.1,1,0
"POL-02310","agro","urbana",9.6,0.89,1
"POL-02311","comercio","urbana",8.5,0.51,1
"POL-02312","servicios","suburbana",8.4,0.56,3
"POL-02313","servicios","rural",1.5,0.8,0
"POL-02314","manufactura","rural",15.8,0.51,0
"POL-02315","manufactura","urbana",1.3,0.5,1
"POL-02316","agro","suburbana",1.5,0.69,3
"POL-02317","comercio","urbana",2.5,0.71,6
"POL-02318","comercio","urbana",3.6,0.6,0
"POL-02319","agro","suburbana",16.1,0.64,2
"POL-02320","manufactura","rural",3.7,0.95,1
"POL-02321","comercio","urbana",4.7,0.93,4
"POL-02322","agro","suburbana",9.8,0.62,0
"POL-02323","comercio","suburbana",2,0.91,0
"POL-02324","servicios","suburbana",4.2,0.82,0
"POL-02325","construccion","rural",3.3,0.66,0
"POL-02326","construccion","urbana",3.7,0.52,0
"POL-02327","comercio","urbana",13.8,0.98,0
"POL-02328","servicios","urbana",2.3,0.79,1
"POL-02329","construccion","urbana",12.1,0.87,5
"POL-02330","manufactura","urbana",4.4,0.97,0
"POL-02331","manufactura","rural",2.1,0.9,0
"POL-02332","manufactura","suburbana",2.6,0.77,4
"POL-02333","manufactura","urbana",3.1,0.52,2
"POL-02334","servicios","urbana",4.2,0.76,0
"POL-02335","comercio","suburbana",4.6,0.99,4
"POL-02336","manufactura","urbana",5.3,0.79,0
"POL-02337","comercio","rural",7.2,0.77,0
"POL-02338","manufactura","suburbana",3,0.56,1
"POL-02339","servicios","suburbana",0.3,0.93,1
"POL-02340","manufactura","rural",3,0.53,0
"POL-02341","manufactura","urbana",5.3,0.91,0
"POL-02342","comercio","urbana",5.9,0.79,3
"POL-02343","construccion","urbana",2.2,0.94,3
"POL-02344","manufactura","urbana",4.3,0.74,0
"POL-02345","manufactura","urbana",3.6,0.77,1
"POL-02346","comercio","rural",4.2,0.56,0
"POL-02347","manufactura","urbana",2.6,0.94,1
"POL-02348","servicios","urbana",7,0.54,2
"POL-02349","manufactura","rural",2.9,0.66,0
"POL-02350","comercio","urbana",2.5,0.59,3
"POL-02351","servicios","urbana",1.4,0.55,0
"POL-02352","servicios","suburbana",4.5,0.54,2
"POL-02353","agro","urbana",6.9,0.64,0
"POL-02354","comercio","urbana",12.5,0.92,0
"POL-02355","construccion","suburbana",2.5,0.96,0
"POL-02356","comercio","urbana",1.7,0.54,3
"POL-02357","construccion","urbana",2.7,0.95,4
"POL-02358","construccion","urbana",1.7,0.83,2
"POL-02359","agro","urbana",5.9,0.97,0
"POL-02360","construccion","urbana",11.3,0.97,0
"POL-02361","manufactura","urbana",3.9,1,3
"POL-02362","servicios","urbana",8.1,0.99,3
"POL-02363","manufactura","urbana",2.9,0.91,5
"POL-02364","comercio","urbana",2.7,1,2
"POL-02365","agro","urbana",2.3,0.52,1
"POL-02366","agro","suburbana",3.9,0.9,0
"POL-02367","manufactura","urbana",8.3,0.64,2
"POL-02368","comercio","urbana",3.9,0.9,2
"POL-02369","construccion","urbana",3.4,0.76,0
"POL-02370","manufactura","urbana",2.2,0.71,1
"POL-02371","servicios","suburbana",1.9,0.97,0
"POL-02372","agro","rural",6.7,0.57,1
"POL-02373","agro","urbana",2,0.99,0
"POL-02374","comercio","urbana",4.1,0.77,0
"POL-02375","agro","suburbana",2.1,0.91,2
"POL-02376","agro","rural",1.9,0.73,1
"POL-02377","servicios","urbana",1.2,0.62,2
"POL-02378","manufactura","rural",1.2,0.93,2
"POL-02379","servicios","urbana",2.2,0.78,3
"POL-02380","manufactura","rural",2.1,0.75,0
"POL-02381","comercio","rural",1.4,0.77,2
"POL-02382","servicios","urbana",3.2,0.64,1
"POL-02383","manufactura","urbana",2.3,0.72,0
"POL-02384","construccion","rural",3.5,0.75,1
"POL-02385","construccion","rural",1.7,0.59,3
"POL-02386","manufactura","rural",1.6,0.9,1
"POL-02387","agro","urbana",4.3,0.61,1
"POL-02388","servicios","urbana",8.1,0.68,0
"POL-02389","servicios","suburbana",0.9,0.88,1
"POL-02390","servicios","urbana",2,0.55,0
"POL-02391","servicios","urbana",3.9,0.64,0
"POL-02392","manufactura","urbana",4.1,0.6,0
"POL-02393","manufactura","suburbana",7.5,0.82,0
"POL-02394","servicios","suburbana",5.7,0.56,0
"POL-02395","comercio","suburbana",6.5,0.51,1
"POL-02396","servicios","rural",1.7,0.99,0
"POL-02397","manufactura","urbana",8.2,0.58,0
"POL-02398","servicios","suburbana",5.2,0.98,2
"POL-02399","servicios","suburbana",3.8,0.8,2
"POL-02400","construccion","rural",3.8,0.9,0
"POL-02401","servicios","urbana",4.4,0.93,1
"POL-02402","manufactura","suburbana",2.6,0.62,1
"POL-02403","construccion","rural",8.5,0.63,0
"POL-02404","manufactura","suburbana",10.5,0.87,0
"POL-02405","manufactura","rural",4.3,0.55,0
"POL-02406","servicios","rural",9.1,0.95,0
"POL-02407","manufactura","suburbana",8.7,0.97,2
"POL-02408","comercio","suburbana",6.7,0.87,0
"POL-02409","construccion","urbana",2.8,0.97,0
"POL-02410","manufactura","suburbana",25.5,0.9,1
"POL-02411","comercio","urbana",8.4,0.84,2
"POL-02412","agro","suburbana",7.6,0.51,0
"POL-02413","construccion","urbana",5.7,0.82,6
"POL-02414","manufactura","urbana",4.9,0.61,4
"POL-02415","servicios","rural",2.7,0.91,1
"POL-02416","manufactura","suburbana",4.7,0.57,0
"POL-02417","comercio","urbana",3.4,0.9,0
"POL-02418","servicios","urbana",3.5,0.73,0
"POL-02419","manufactura","suburbana",7.4,0.73,2
"POL-02420","comercio","urbana",4.9,0.52,4
"POL-02421","agro","urbana",2.4,0.88,0
"POL-02422","manufactura","suburbana",5,0.89,0
"POL-02423","comercio","urbana",1,0.76,0
"POL-02424","construccion","urbana",2.2,0.77,5
"POL-02425","agro","urbana",4.9,0.74,0
"POL-02426","servicios","urbana",9.3,0.94,1
"POL-02427","agro","suburbana",4.4,0.52,2
"POL-02428","manufactura","urbana",2.1,0.53,0
"POL-02429","construccion","urbana",3.9,0.68,2
"POL-02430","servicios","suburbana",0.9,0.98,0
"POL-02431","manufactura","suburbana",2.8,0.5,0
"POL-02432","comercio","urbana",4.7,0.98,0
"POL-02433","comercio","urbana",1.6,0.62,2
"POL-02434","servicios","suburbana",2.2,0.6,0
"POL-02435","comercio","urbana",13.1,0.8,0
"POL-02436","manufactura","urbana",6.7,0.99,1
"POL-02437","manufactura","rural",8.3,0.65,1
"POL-02438","manufactura","urbana",1.2,0.97,2
"POL-02439","manufactura","suburbana",8,0.78,0
"POL-02440","servicios","suburbana",8.5,0.85,0
"POL-02441","agro","suburbana",3.2,0.83,2
"POL-02442","comercio","suburbana",4.9,0.86,1
"POL-02443","servicios","suburbana",1.3,0.86,1
"POL-02444","manufactura","rural",2.3,0.82,0
"POL-02445","comercio","suburbana",5.7,0.59,0
"POL-02446","comercio","suburbana",2.1,0.75,3
"POL-02447","construccion","rural",7.8,0.67,6
"POL-02448","servicios","suburbana",10.4,0.9,1
"POL-02449","construccion","suburbana",5.7,0.9,3
"POL-02450","construccion","suburbana",4.8,0.91,1
"POL-02451","manufactura","urbana",9.2,0.65,0
"POL-02452","comercio","urbana",5.9,0.61,0
"POL-02453","servicios","rural",4.3,0.92,0
"POL-02454","servicios","urbana",0.2,0.7,1
"POL-02455","comercio","urbana",5.2,0.7,0
"POL-02456","manufactura","suburbana",1.5,0.9,1
"POL-02457","comercio","suburbana",2.8,0.68,2
"POL-02458","manufactura","suburbana",2,0.84,2
"POL-02459","comercio","urbana",18.4,0.81,0
"POL-02460","comercio","urbana",7.2,0.85,3
"POL-02461","manufactura","urbana",3.2,0.51,0
"POL-02462","servicios","rural",12.7,0.58,1
"POL-02463","comercio","urbana",2.6,0.98,1
"POL-02464","servicios","urbana",4.6,0.6,0
"POL-02465","construccion","urbana",2.3,0.97,6
"POL-02466","comercio","urbana",5.3,0.88,0
"POL-02467","servicios","urbana",3.4,0.75,1
"POL-02468","servicios","suburbana",10.9,0.55,1
"POL-02469","manufactura","urbana",7.6,0.95,3
"POL-02470","manufactura","urbana",8.3,0.86,2
"POL-02471","agro","urbana",12.9,0.63,2
"POL-02472","comercio","rural",7.6,0.88,0
"POL-02473","servicios","suburbana",2.4,0.67,2
"POL-02474","servicios","rural",6.2,0.98,0
"POL-02475","construccion","suburbana",0.4,0.55,1
"POL-02476","comercio","rural",6.5,0.74,1
"POL-02477","manufactura","urbana",5.1,0.93,1
"POL-02478","servicios","suburbana",15.9,0.6,0
"POL-02479","agro","urbana",4.2,0.63,0
"POL-02480","manufactura","urbana",4.6,0.62,0
"POL-02481","manufactura","urbana",8.5,0.68,0
"POL-02482","construccion","suburbana",1.5,0.9,2
"POL-02483","manufactura","suburbana",7.9,0.67,0
"POL-02484","comercio","suburbana",2.7,0.73,2
"POL-02485","construccion","urbana",6.1,0.98,1
"POL-02486","construccion","urbana",5.4,0.96,1
"POL-02487","comercio","rural",1.5,0.95,0
"POL-02488","comercio","suburbana",4,0.85,1
"POL-02489","comercio","urbana",6.7,0.81,0
"POL-02490","servicios","urbana",2.7,0.75,5
"POL-02491","agro","urbana",1.4,0.8,7
"POL-02492","construccion","urbana",4.6,0.99,4
"POL-02493","construccion","urbana",8.9,0.53,0
"POL-02494","servicios","urbana",1.6,0.94,0
"POL-02495","construccion","rural",7.3,0.66,2
"POL-02496","construccion","suburbana",6.2,0.87,0
"POL-02497","construccion","urbana",2.1,0.88,3
"POL-02498","construccion","rural",8.9,0.91,0
"POL-02499","servicios","suburbana",1.9,0.56,0
"POL-02500","comercio","rural",0.3,0.79,1
"POL-02501","comercio","urbana",6.1,0.58,1
"POL-02502","construccion","urbana",7.8,0.69,1
"POL-02503","comercio","suburbana",1.6,0.54,0
"POL-02504","servicios","urbana",1.7,1,0
"POL-02505","manufactura","urbana",8,0.81,0
"POL-02506","comercio","suburbana",5.5,0.65,0
"POL-02507","construccion","rural",9.5,0.83,1
"POL-02508","comercio","urbana",6.9,0.53,2
"POL-02509","manufactura","suburbana",1.6,0.96,1
"POL-02510","agro","urbana",4.6,0.69,0
"POL-02511","construccion","urbana",4,0.91,1
"POL-02512","manufactura","urbana",4.4,0.9,4
"POL-02513","servicios","urbana",3.4,0.76,0
"POL-02514","servicios","urbana",5.7,0.51,3
"POL-02515","manufactura","urbana",5.3,0.75,3
"POL-02516","construccion","urbana",14.9,0.86,1
"POL-02517","comercio","suburbana",1,0.6,1
"POL-02518","manufactura","urbana",13.3,0.72,0
"POL-02519","manufactura","suburbana",4.8,0.8,1
"POL-02520","agro","urbana",0.6,0.93,0
"POL-02521","manufactura","urbana",0.5,0.67,0
"POL-02522","comercio","rural",5.2,0.63,1
"POL-02523","comercio","urbana",7.4,0.99,4
"POL-02524","construccion","rural",9.3,0.9,0
"POL-02525","manufactura","suburbana",9,0.74,0
"POL-02526","comercio","urbana",7.4,0.55,2
"POL-02527","construccion","suburbana",2.3,1,3
"POL-02528","manufactura","urbana",11.7,0.63,0
"POL-02529","comercio","urbana",3.1,0.69,0
"POL-02530","comercio","urbana",7.2,0.54,1
"POL-02531","comercio","urbana",11.2,0.69,1
"POL-02532","construccion","urbana",7.4,0.72,4
"POL-02533","agro","suburbana",3.6,0.79,0
"POL-02534","manufactura","suburbana",3.1,0.78,0
"POL-02535","manufactura","urbana",13.1,0.67,0
"POL-02536","manufactura","urbana",2.9,0.92,1
"POL-02537","comercio","urbana",5.8,0.61,0
"POL-02538","comercio","suburbana",2.3,0.8,0
"POL-02539","comercio","rural",1.5,0.53,0
"POL-02540","servicios","urbana",3.8,0.96,5
"POL-02541","agro","suburbana",1.6,0.68,0
"POL-02542","servicios","rural",10.9,0.66,0
"POL-02543","construccion","suburbana",4.8,0.86,0
"POL-02544","agro","suburbana",1.6,0.64,0
"POL-02545","manufactura","suburbana",2.5,0.91,3
"POL-02546","manufactura","rural",2.6,0.81,0
"POL-02547","comercio","rural",7,0.52,0
"POL-02548","comercio","rural",12.6,0.81,0
"POL-02549","comercio","suburbana",10.2,0.61,0
"POL-02550","manufactura","suburbana",6.2,0.86,1
"POL-02551","comercio","urbana",1.3,0.61,1
"POL-02552","servicios","rural",2.6,0.64,0
"POL-02553","comercio","urbana",5.6,0.78,0
"POL-02554","construccion","urbana",2.1,0.96,2
"POL-02555","manufactura","urbana",1.2,0.67,1
"POL-02556","manufactura","rural",3.6,0.95,3
"POL-02557","construccion","suburbana",4.3,0.65,1
"POL-02558","servicios","urbana",4.6,0.98,0
"POL-02559","manufactura","suburbana",5,0.56,0
"POL-02560","construccion","suburbana",3.1,0.99,2
"POL-02561","comercio","rural",4.2,0.68,1
"POL-02562","comercio","rural",2.3,0.6,0
"POL-02563","comercio","urbana",2.5,0.59,1
"POL-02564","servicios","urbana",11.3,0.68,0
"POL-02565","comercio","urbana",9.7,0.59,0
"POL-02566","servicios","suburbana",4.6,0.56,3
"POL-02567","manufactura","urbana",6.1,0.63,0
"POL-02568","manufactura","urbana",1.6,0.53,4
"POL-02569","comercio","rural",10.8,0.9,0
"POL-02570","comercio","suburbana",1.6,0.93,0
"POL-02571","agro","rural",0.4,0.94,2
"POL-02572","agro","suburbana",2,0.95,0
"POL-02573","manufactura","urbana",5.1,0.75,3
"POL-02574","comercio","suburbana",3.3,0.66,0
"POL-02575","construccion","urbana",7.5,0.91,0
"POL-02576","comercio","urbana",2.7,0.82,4
"POL-02577","comercio","rural",8.3,0.83,1
"POL-02578","construccion","urbana",7.8,0.84,3
"POL-02579","manufactura","urbana",10.3,0.66,0
"POL-02580","construccion","urbana",2.7,0.53,1
"POL-02581","comercio","urbana",6.2,0.87,0
"POL-02582","construccion","urbana",1.5,0.71,5
"POL-02583","comercio","urbana",2.6,0.9,2
"POL-02584","manufactura","rural",1.5,0.78,0
"POL-02585","manufactura","urbana",3.8,0.91,3
"POL-02586","comercio","urbana",5,0.8,2
"POL-02587","manufactura","urbana",3.7,0.92,5
"POL-02588","agro","suburbana",4.5,0.8,0
"POL-02589","servicios","rural",3.8,0.92,5
"POL-02590","construccion","suburbana",1.1,0.72,0
"POL-02591","servicios","urbana",0.9,0.89,5
"POL-02592","comercio","urbana",0.9,0.86,0
"POL-02593","construccion","urbana",11.5,0.9,2
"POL-02594","agro","urbana",10.7,0.73,0
"POL-02595","comercio","suburbana",1.9,0.68,2
"POL-02596","agro","suburbana",2.7,0.66,0
"POL-02597","construccion","urbana",3.5,0.74,3
"POL-02598","agro","suburbana",2.2,0.71,0
"POL-02599","servicios","urbana",3.9,0.73,0
"POL-02600","comercio","rural",8.2,0.5,0
"POL-02601","comercio","rural",3.8,0.83,1
"POL-02602","comercio","suburbana",1.9,0.96,2
"POL-02603","comercio","urbana",3.3,0.63,0
"POL-02604","construccion","suburbana",9.2,0.71,0
"POL-02605","agro","urbana",3.7,0.69,2
"POL-02606","comercio","rural",1.2,0.68,0
"POL-02607","servicios","rural",2.6,0.61,0
"POL-02608","agro","suburbana",17.1,0.73,0
"POL-02609","manufactura","urbana",7,0.7,0
"POL-02610","manufactura","rural",5,0.89,0
"POL-02611","servicios","urbana",3.2,0.98,3
"POL-02612","construccion","urbana",0.5,0.51,2
"POL-02613","comercio","suburbana",0.7,0.63,0
"POL-02614","construccion","suburbana",3,0.74,1
"POL-02615","manufactura","urbana",2,0.59,0
"POL-02616","manufactura","rural",2.7,0.55,0
"POL-02617","construccion","urbana",1,0.87,6
"POL-02618","construccion","urbana",2.7,0.77,1
"POL-02619","comercio","urbana",6.2,0.54,0
"POL-02620","construccion","suburbana",7,0.54,1
"POL-02621","comercio","urbana",6.7,0.86,1
"POL-02622","comercio","urbana",5.1,0.7,0
"POL-02623","comercio","suburbana",1.1,0.57,0
"POL-02624","comercio","rural",3.7,0.6,1
"POL-02625","agro","urbana",6.1,0.84,2
"POL-02626","servicios","urbana",5.1,0.82,1
"POL-02627","servicios","urbana",2.1,0.98,3
"POL-02628","servicios","rural",2.7,0.63,0
"POL-02629","comercio","urbana",1.8,0.93,0
"POL-02630","construccion","suburbana",3.5,0.68,2
"POL-02631","comercio","urbana",6.6,0.93,0
"POL-02632","comercio","rural",5.7,0.55,0
"POL-02633","comercio","suburbana",6.9,0.6,1
"POL-02634","agro","suburbana",3.1,0.69,0
"POL-02635","manufactura","rural",9,0.96,0
"POL-02636","manufactura","suburbana",6.8,0.9,0
"POL-02637","servicios","rural",0.5,0.59,0
"POL-02638","manufactura","rural",5.1,0.62,1
"POL-02639","manufactura","urbana",1.8,0.74,0
"POL-02640","servicios","urbana",4.9,0.69,1
"POL-02641","comercio","urbana",6.5,0.98,2
"POL-02642","manufactura","rural",2.7,0.62,0
"POL-02643","comercio","rural",10.5,0.92,1
"POL-02644","construccion","rural",3.6,0.93,1
"POL-02645","comercio","rural",8.8,0.95,3
"POL-02646","comercio","suburbana",2.6,0.79,0
"POL-02647","comercio","urbana",5.7,0.53,1
"POL-02648","comercio","urbana",7.8,0.59,0
"POL-02649","construccion","suburbana",7.5,0.76,1
"POL-02650","comercio","rural",10.8,0.75,1
"POL-02651","comercio","urbana",6.1,0.55,2
"POL-02652","comercio","urbana",2.7,0.56,2
"POL-02653","comercio","urbana",3.5,0.91,5
"POL-02654","comercio","suburbana",1.9,0.88,0
"POL-02655","construccion","suburbana",3.4,0.98,2
"POL-02656","agro","urbana",6.8,0.96,0
"POL-02657","servicios","suburbana",7.9,0.53,0
"POL-02658","servicios","urbana",6.2,0.57,0
"POL-02659","comercio","suburbana",3.3,0.75,0
"POL-02660","agro","urbana",1.8,0.62,0
"POL-02661","manufactura","suburbana",10.7,0.52,0
"POL-02662","manufactura","suburbana",11.6,0.54,1
"POL-02663","comercio","urbana",1.7,0.98,1
"POL-02664","comercio","urbana",7.6,0.65,2
"POL-02665","agro","rural",3.2,0.59,4
"POL-02666","manufactura","urbana",14.5,0.86,2
"POL-02667","agro","urbana",0.9,0.62,1
"POL-02668","agro","rural",1.9,0.64,0
"POL-02669","servicios","urbana",7.9,0.54,0
"POL-02670","comercio","rural",9.2,0.52,0
"POL-02671","construccion","rural",1.7,0.87,0
"POL-02672","manufactura","suburbana",2.8,0.6,0
"POL-02673","agro","urbana",2.6,0.52,0
"POL-02674","manufactura","suburbana",5.6,0.51,0
"POL-02675","manufactura","urbana",10.3,0.9,3
"POL-02676","manufactura","suburbana",2.6,0.77,3
"POL-02677","servicios","rural",3.3,0.58,0
"POL-02678","manufactura","urbana",3.7,0.57,0
"POL-02679","manufactura","rural",2.9,0.89,0
"POL-02680","manufactura","urbana",1.9,0.52,0
"POL-02681","comercio","urbana",6.9,0.51,0
"POL-02682","manufactura","urbana",3,0.87,0
"POL-02683","servicios","urbana",3.7,0.52,0
"POL-02684","servicios","suburbana",7.8,0.64,0
"POL-02685","manufactura","urbana",3.6,0.77,1
"POL-02686","comercio","rural",6.7,0.79,2
"POL-02687","construccion","suburbana",2.9,0.55,0
"POL-02688","construccion","urbana",12.2,0.82,3
"POL-02689","manufactura","urbana",8,0.71,0
"POL-02690","construccion","urbana",3.2,0.89,2
"POL-02691","comercio","urbana",6.1,0.89,1
"POL-02692","construccion","suburbana",1.7,0.9,6
"POL-02693","servicios","rural",3,0.6,0
"POL-02694","comercio","urbana",3.6,0.66,1
"POL-02695","construccion","suburbana",3.5,0.9,0
"POL-02696","servicios","urbana",2.9,0.51,0
"POL-02697","comercio","suburbana",4,0.6,1
"POL-02698","comercio","urbana",0.5,0.61,1
"POL-02699","comercio","urbana",5.3,0.9,2
"POL-02700","servicios","urbana",4.5,0.59,2
"POL-02701","manufactura","urbana",3,0.89,0
"POL-02702","construccion","suburbana",9.2,0.56,0
"POL-02703","servicios","suburbana",4.3,0.83,2
"POL-02704","servicios","rural",3.6,0.63,2
"POL-02705","comercio","urbana",2,0.87,1
"POL-02706","servicios","urbana",2.9,0.73,1
"POL-02707","agro","urbana",4.7,0.89,4
"POL-02708","comercio","urbana",2,0.69,1
"POL-02709","comercio","urbana",7.3,0.59,2
"POL-02710","comercio","rural",3.5,0.54,0
"POL-02711","comercio","urbana",3.5,0.99,1
"POL-02712","construccion","urbana",1.2,0.81,6
"POL-02713","manufactura","suburbana",1.8,0.93,1
"POL-02714","comercio","rural",6.3,0.71,0
"POL-02715","servicios","urbana",2.4,0.62,0
"POL-02716","construccion","urbana",6.3,0.9,4
"POL-02717","comercio","urbana",2.1,0.71,5
"POL-02718","manufactura","urbana",1.3,0.59,1
"POL-02719","construccion","suburbana",4.1,0.95,0
"POL-02720","comercio","urbana",5.5,0.74,2
"POL-02721","manufactura","urbana",5,0.68,1
"POL-02722","comercio","suburbana",1.4,0.71,1
"POL-02723","comercio","rural",5,0.73,1
"POL-02724","comercio","urbana",6.9,0.61,0
"POL-02725","comercio","urbana",10,0.74,0
"POL-02726","manufactura","urbana",4.8,0.54,1
"POL-02727","comercio","suburbana",6.9,0.72,1
"POL-02728","comercio","urbana",4.2,0.8,0
"POL-02729","servicios","urbana",2.3,0.53,0
"POL-02730","comercio","rural",9.7,0.73,2
"POL-02731","comercio","rural",3,0.53,1
"POL-02732","agro","urbana",4.1,0.82,2
"POL-02733","manufactura","urbana",3.7,0.78,2
"POL-02734","comercio","suburbana",5.3,0.78,0
"POL-02735","comercio","urbana",2.3,0.94,5
"POL-02736","comercio","urbana",2.7,0.67,2
"POL-02737","manufactura","urbana",1.2,0.62,0
"POL-02738","comercio","urbana",5.2,1,1
"POL-02739","servicios","urbana",5.9,0.96,0
"POL-02740","manufactura","suburbana",4.3,0.77,1
"POL-02741","construccion","rural",3.8,0.96,0
"POL-02742","servicios","rural",6.3,0.83,0
"POL-02743","manufactura","urbana",12.4,0.88,2
"POL-02744","agro","urbana",6.4,0.69,0
"POL-02745","construccion","urbana",4.9,0.88,5
"POL-02746","comercio","urbana",0.7,0.82,2
"POL-02747","comercio","rural",1.8,0.72,0
"POL-02748","servicios","urbana",3.1,0.75,2
"POL-02749","servicios","urbana",2.9,0.67,0
"POL-02750","servicios","urbana",9.1,0.54,2
"POL-02751","manufactura","urbana",7.8,0.61,0
"POL-02752","manufactura","suburbana",7.4,0.75,0
"POL-02753","agro","urbana",0.4,0.61,0
"POL-02754","servicios","rural",1.5,0.81,0
"POL-02755","comercio","urbana",6.1,0.87,1
"POL-02756","manufactura","suburbana",4.7,0.71,0
"POL-02757","construccion","suburbana",1.8,0.89,0
"POL-02758","construccion","suburbana",3.8,0.84,3
"POL-02759","manufactura","suburbana",3.5,0.77,0
"POL-02760","construccion","suburbana",11,0.56,0
"POL-02761","manufactura","urbana",6.3,0.98,2
"POL-02762","servicios","urbana",7.6,0.77,0
"POL-02763","manufactura","urbana",6,0.69,0
"POL-02764","comercio","urbana",4.1,0.74,3
"POL-02765","servicios","urbana",6.5,0.66,0
"POL-02766","agro","rural",9.8,0.54,0
"POL-02767","comercio","suburbana",8.9,0.88,0
"POL-02768","servicios","suburbana",6.1,0.7,1
"POL-02769","servicios","urbana",0.6,0.57,1
"POL-02770","manufactura","urbana",5.5,0.96,2
"POL-02771","servicios","urbana",4.8,0.56,4
"POL-02772","servicios","rural",0.9,0.88,0
"POL-02773","manufactura","suburbana",0.7,0.7,3
"POL-02774","comercio","urbana",3.5,0.75,3
"POL-02775","manufactura","urbana",3.1,0.52,1
"POL-02776","manufactura","urbana",4.4,0.86,0
"POL-02777","agro","rural",0.6,0.53,0
"POL-02778","comercio","urbana",1.5,0.63,0
"POL-02779","comercio","urbana",6.7,0.51,0
"POL-02780","comercio","suburbana",2.3,0.6,1
"POL-02781","manufactura","rural",10.5,0.79,0
"POL-02782","manufactura","urbana",6.4,0.54,0
"POL-02783","servicios","urbana",0.6,0.71,0
"POL-02784","construccion","rural",2.5,0.64,0
"POL-02785","servicios","urbana",3,0.8,1
"POL-02786","comercio","suburbana",2.6,0.6,1
"POL-02787","agro","urbana",12.9,0.74,0
"POL-02788","servicios","rural",2.3,0.83,0
